age,education_num,hours_per_week,income_class
40,11,45,Low
26,10,41,Low
19,8,43,LowerMiddle
22,11,34,UpperMiddle
60,10,40,UpperMiddle
57,13,27,UpperMiddle
37,11,43,UpperMiddle
58,9,41,LowerMiddle
48,14,46,High
77,11,21,UpperMiddle
62,12,35,UpperMiddle
21,13,38,UpperMiddle
65,10,52,High
25,8,33,Low
55,10,42,UpperMiddle
31,9,44,LowerMiddle
51,10,39,LowerMiddle
37,13,47,UpperMiddle
26,12,38,Low
36,12,40,UpperMiddle
21,6,35,Low
24,8,30,Low
43,15,48,VeryHigh
48,12,33,High
44,14,47,UpperMiddle
26,13,54,UpperMiddle
79,9,33,UpperMiddle
79,12,22,UpperMiddle
38,13,51,UpperMiddle
40,13,49,High
43,14,52,UpperMiddle
28,7,34,Low
21,10,26,Low
63,13,45,High
46,15,55,High
28,9,44,Low
43,10,32,LowerMiddle
53,9,47,LowerMiddle
71,9,37,UpperMiddle
29,10,50,LowerMiddle
43,14,38,UpperMiddle
35,9,36,LowerMiddle
45,16,39,High
26,10,46,Low
28,13,44,UpperMiddle
55,10,41,UpperMiddle
27,9,45,Low
47,9,46,LowerMiddle
24,13,38,Low
58,10,50,UpperMiddle
60,10,43,LowerMiddle
29,12,52,High
53,9,38,Low
24,11,38,LowerMiddle
26,13,42,LowerMiddle
22,10,39,Low
41,11,52,LowerMiddle
53,9,43,UpperMiddle
32,12,47,UpperMiddle
20,8,28,Low
36,12,48,LowerMiddle
32,14,55,UpperMiddle
22,11,26,LowerMiddle
39,12,50,UpperMiddle
34,11,43,LowerMiddle
50,13,54,LowerMiddle
33,9,45,LowerMiddle
67,8,28,UpperMiddle
31,12,48,LowerMiddle
22,12,35,LowerMiddle
40,12,45,UpperMiddle
59,10,46,LowerMiddle
49,13,52,LowerMiddle
67,8,22,Low
47,10,60,UpperMiddle
38,15,52,VeryHigh
39,13,35,High
73,12,21,UpperMiddle
74,11,26,UpperMiddle
37,12,45,LowerMiddle
61,14,53,UpperMiddle
39,13,45,UpperMiddle
44,6,55,Low
61,13,43,High
42,10,58,UpperMiddle
60,13,40,High
54,12,46,High
72,12,10,UpperMiddle
23,9,25,Low
52,9,34,Low
53,12,44,High
74,13,33,VeryHigh
21,7,33,Low
60,10,48,UpperMiddle
72,14,29,High
71,11,26,High
20,7,45,Low
66,10,25,High
62,12,43,High
65,14,36,UpperMiddle
43,8,40,UpperMiddle
35,15,37,High
55,11,45,UpperMiddle
59,11,28,UpperMiddle
32,9,31,LowerMiddle
37,10,43,UpperMiddle
49,12,55,LowerMiddle
66,12,25,LowerMiddle
20,8,30,Low
55,10,45,High
38,11,36,UpperMiddle
22,9,42,LowerMiddle
65,6,40,Low
24,7,22,Low
51,11,36,LowerMiddle
47,10,45,UpperMiddle
52,8,55,LowerMiddle
25,13,31,UpperMiddle
52,13,44,VeryHigh
19,11,28,LowerMiddle
28,9,34,Low
45,13,42,UpperMiddle
70,11,26,LowerMiddle
42,11,36,UpperMiddle
26,9,42,Low
35,13,50,UpperMiddle
60,12,47,UpperMiddle
35,11,46,LowerMiddle
24,10,54,LowerMiddle
27,9,50,Low
37,10,52,LowerMiddle
41,11,47,UpperMiddle
62,10,32,LowerMiddle
47,9,44,LowerMiddle
31,11,23,Low
44,10,55,High
59,11,48,High
44,7,37,Low
74,11,39,High
32,11,43,LowerMiddle
47,7,36,UpperMiddle
48,15,49,UpperMiddle
57,14,41,UpperMiddle
20,9,26,Low
38,14,56,High
57,12,58,High
20,7,19,Low
63,10,41,UpperMiddle
43,12,55,High
54,12,39,High
24,8,30,Low
32,8,39,UpperMiddle
23,8,20,Low
41,15,36,UpperMiddle
28,13,56,Low
39,10,38,UpperMiddle
74,10,37,LowerMiddle
18,8,19,LowerMiddle
59,13,46,High
20,7,29,Low
26,12,43,LowerMiddle
41,12,46,UpperMiddle
41,10,45,LowerMiddle
67,11,30,High
60,12,40,LowerMiddle
33,10,39,LowerMiddle
35,14,45,VeryHigh
62,12,44,LowerMiddle
57,16,36,UpperMiddle
49,7,35,Low
30,7,38,LowerMiddle
78,11,32,High
34,10,53,VeryHigh
29,10,59,Low
63,11,42,High
54,10,34,LowerMiddle
45,11,32,LowerMiddle
73,15,31,VeryHigh
59,14,46,UpperMiddle
56,11,30,UpperMiddle
51,10,36,LowerMiddle
28,10,36,LowerMiddle
23,6,32,Low
45,12,38,High
60,11,48,High
35,6,32,Low
31,12,43,Low
60,10,37,UpperMiddle
49,10,52,UpperMiddle
41,13,41,LowerMiddle
29,11,49,UpperMiddle
38,11,49,LowerMiddle
43,13,44,UpperMiddle
25,8,35,Low
77,9,29,High
45,11,53,LowerMiddle
23,12,32,LowerMiddle
59,10,38,UpperMiddle
70,13,30,High
48,11,40,UpperMiddle
27,10,43,LowerMiddle
34,10,34,UpperMiddle
39,8,47,LowerMiddle
31,10,38,Low
39,9,54,UpperMiddle
36,11,44,LowerMiddle
