age,education_num,hours_per_week,income_class
39,8,55,UpperMiddle
28,13,48,LowerMiddle
25,10,29,Low
19,9,30,Low
53,9,30,Low
56,14,36,High
36,10,31,LowerMiddle
63,10,41,LowerMiddle
38,10,41,LowerMiddle
67,16,34,High
57,11,45,LowerMiddle
22,10,35,Low
65,8,32,LowerMiddle
24,8,26,LowerMiddle
64,7,39,Low
30,12,36,LowerMiddle
55,10,43,LowerMiddle
38,10,48,UpperMiddle
35,11,42,Low
40,11,45,LowerMiddle
25,14,35,LowerMiddle
19,9,37,Low
36,13,43,UpperMiddle
40,9,42,LowerMiddle
37,9,59,LowerMiddle
34,9,34,LowerMiddle
75,11,26,UpperMiddle
70,11,32,LowerMiddle
47,13,43,VeryHigh
49,13,48,VeryHigh
42,10,45,LowerMiddle
30,11,46,LowerMiddle
24,12,40,UpperMiddle
52,8,52,UpperMiddle
43,9,49,LowerMiddle
30,8,46,Low
47,12,53,VeryHigh
58,11,42,LowerMiddle
74,9,39,High
31,11,38,LowerMiddle
43,10,43,LowerMiddle
28,12,48,UpperMiddle
46,10,44,LowerMiddle
31,11,38,Low
29,7,36,Low
57,12,41,UpperMiddle
30,9,33,Low
48,8,38,Low
21,6,29,Low
53,9,34,LowerMiddle
60,13,48,UpperMiddle
35,6,35,Low
56,13,46,UpperMiddle
18,9,22,Low
30,11,43,LowerMiddle
19,11,46,Low
41,9,39,UpperMiddle
53,11,52,LowerMiddle
28,10,54,Low
18,8,35,Low
42,12,44,LowerMiddle
35,11,48,UpperMiddle
24,11,20,Low
39,12,46,High
33,11,50,High
41,12,48,Extreme
26,8,39,LowerMiddle
69,8,28,LowerMiddle
27,13,41,UpperMiddle
21,9,30,LowerMiddle
50,12,49,UpperMiddle
58,13,41,High
49,12,43,High
79,12,18,LowerMiddle
45,8,51,Low
43,8,35,Low
37,8,37,Low
69,10,28,UpperMiddle
71,6,23,LowerMiddle
50,10,34,UpperMiddle
56,7,34,Low
47,13,44,High
44,12,54,LowerMiddle
60,12,36,UpperMiddle
36,7,35,Low
54,10,41,UpperMiddle
64,14,39,UpperMiddle
71,10,20,UpperMiddle
23,11,38,LowerMiddle
65,9,38,UpperMiddle
60,11,40,LowerMiddle
68,16,39,VeryHigh
18,10,34,LowerMiddle
51,14,39,High
74,11,17,LowerMiddle
80,8,17,LowerMiddle
18,6,28,Low
73,13,25,UpperMiddle
64,12,32,High
54,14,40,UpperMiddle
47,10,41,LowerMiddle
35,11,31,High
56,10,35,LowerMiddle
65,12,30,LowerMiddle
