age,education_num,hours_per_week,income_class
*,*,45,Low
*,*,41,Low
*,*,43,LowerMiddle
*,*,34,UpperMiddle
*,*,40,UpperMiddle
*,*,27,UpperMiddle
*,*,43,UpperMiddle
*,*,41,LowerMiddle
*,*,46,High
*,*,21,UpperMiddle
*,*,35,UpperMiddle
*,*,38,UpperMiddle
*,*,52,High
*,*,33,Low
*,*,42,UpperMiddle
*,*,44,LowerMiddle
*,*,39,LowerMiddle
*,*,47,UpperMiddle
*,*,38,Low
*,*,40,UpperMiddle
*,*,35,Low
*,*,30,Low
*,*,48,VeryHigh
*,*,33,High
*,*,47,UpperMiddle
*,*,54,UpperMiddle
*,*,33,UpperMiddle
*,*,22,UpperMiddle
*,*,51,UpperMiddle
*,*,49,High
*,*,52,UpperMiddle
*,*,34,Low
*,*,26,Low
*,*,45,High
*,*,55,High
*,*,44,Low
*,*,32,LowerMiddle
*,*,47,LowerMiddle
*,*,37,UpperMiddle
*,*,50,LowerMiddle
*,*,38,UpperMiddle
*,*,36,LowerMiddle
*,*,39,High
*,*,46,Low
*,*,44,UpperMiddle
*,*,41,UpperMiddle
*,*,45,Low
*,*,46,LowerMiddle
*,*,38,Low
*,*,50,UpperMiddle
*,*,43,LowerMiddle
*,*,52,High
*,*,38,Low
*,*,38,LowerMiddle
*,*,42,LowerMiddle
*,*,39,Low
*,*,52,LowerMiddle
*,*,43,UpperMiddle
*,*,47,UpperMiddle
*,*,28,Low
*,*,48,LowerMiddle
*,*,55,UpperMiddle
*,*,26,LowerMiddle
*,*,50,UpperMiddle
*,*,43,LowerMiddle
*,*,54,LowerMiddle
*,*,45,LowerMiddle
*,*,28,UpperMiddle
*,*,48,LowerMiddle
*,*,35,LowerMiddle
*,*,45,UpperMiddle
*,*,46,LowerMiddle
*,*,52,LowerMiddle
*,*,22,Low
*,*,60,UpperMiddle
*,*,52,VeryHigh
*,*,35,High
*,*,21,UpperMiddle
*,*,26,UpperMiddle
*,*,45,LowerMiddle
*,*,53,UpperMiddle
*,*,45,UpperMiddle
*,*,55,Low
*,*,43,High
*,*,58,UpperMiddle
*,*,40,High
*,*,46,High
*,*,25,Low
*,*,34,Low
*,*,44,High
*,*,33,VeryHigh
*,*,33,Low
*,*,48,UpperMiddle
*,*,29,High
*,*,26,High
*,*,45,Low
*,*,25,High
*,*,43,High
*,*,36,UpperMiddle
*,*,40,UpperMiddle
*,*,37,High
*,*,45,UpperMiddle
*,*,28,UpperMiddle
*,*,31,LowerMiddle
*,*,43,UpperMiddle
*,*,55,LowerMiddle
*,*,25,LowerMiddle
*,*,30,Low
*,*,45,High
*,*,36,UpperMiddle
*,*,42,LowerMiddle
*,*,40,Low
*,*,22,Low
*,*,36,LowerMiddle
*,*,45,UpperMiddle
*,*,55,LowerMiddle
*,*,31,UpperMiddle
*,*,44,VeryHigh
*,*,28,LowerMiddle
*,*,34,Low
*,*,42,UpperMiddle
*,*,26,LowerMiddle
*,*,36,UpperMiddle
*,*,42,Low
*,*,50,UpperMiddle
*,*,47,UpperMiddle
*,*,46,LowerMiddle
*,*,54,LowerMiddle
*,*,50,Low
*,*,52,LowerMiddle
*,*,47,UpperMiddle
*,*,32,LowerMiddle
*,*,44,LowerMiddle
*,*,23,Low
*,*,55,High
*,*,48,High
*,*,37,Low
*,*,39,High
*,*,43,LowerMiddle
*,*,36,UpperMiddle
*,*,49,UpperMiddle
*,*,41,UpperMiddle
*,*,26,Low
*,*,56,High
*,*,58,High
*,*,19,Low
*,*,41,UpperMiddle
*,*,55,High
*,*,39,High
*,*,30,Low
*,*,39,UpperMiddle
*,*,20,Low
*,*,36,UpperMiddle
*,*,56,Low
*,*,38,UpperMiddle
*,*,37,LowerMiddle
*,*,19,LowerMiddle
*,*,46,High
*,*,29,Low
*,*,43,LowerMiddle
*,*,46,UpperMiddle
*,*,45,LowerMiddle
*,*,30,High
*,*,40,LowerMiddle
*,*,39,LowerMiddle
*,*,45,VeryHigh
*,*,44,LowerMiddle
*,*,36,UpperMiddle
*,*,35,Low
*,*,38,LowerMiddle
*,*,32,High
*,*,53,VeryHigh
*,*,59,Low
*,*,42,High
*,*,34,LowerMiddle
*,*,32,LowerMiddle
*,*,31,VeryHigh
*,*,46,UpperMiddle
*,*,30,UpperMiddle
*,*,36,LowerMiddle
*,*,36,LowerMiddle
*,*,32,Low
*,*,38,High
*,*,48,High
*,*,32,Low
*,*,43,Low
*,*,37,UpperMiddle
*,*,52,UpperMiddle
*,*,41,LowerMiddle
*,*,49,UpperMiddle
*,*,49,LowerMiddle
*,*,44,UpperMiddle
*,*,35,Low
*,*,29,High
*,*,53,LowerMiddle
*,*,32,LowerMiddle
*,*,38,UpperMiddle
*,*,30,High
*,*,40,UpperMiddle
*,*,43,LowerMiddle
*,*,34,UpperMiddle
*,*,47,LowerMiddle
*,*,38,Low
*,*,54,UpperMiddle
*,*,44,LowerMiddle
*,*,31,VeryHigh
*,*,37,LowerMiddle
*,*,36,LowerMiddle
*,*,36,High
*,*,40,UpperMiddle
*,*,42,Low
*,*,34,LowerMiddle
*,*,42,LowerMiddle
*,*,27,Low
*,*,33,Low
*,*,37,LowerMiddle
*,*,51,UpperMiddle
*,*,43,High
*,*,41,LowerMiddle
*,*,38,LowerMiddle
*,*,33,Low
*,*,23,Low
*,*,38,Low
*,*,37,UpperMiddle
*,*,48,LowerMiddle
*,*,51,High
*,*,42,Low
*,*,42,UpperMiddle
*,*,44,UpperMiddle
*,*,42,Low
*,*,51,Low
*,*,43,LowerMiddle
*,*,31,Low
*,*,37,Low
*,*,30,High
*,*,52,UpperMiddle
*,*,28,LowerMiddle
*,*,36,UpperMiddle
*,*,36,LowerMiddle
*,*,48,LowerMiddle
*,*,26,High
*,*,44,UpperMiddle
*,*,50,High
*,*,45,UpperMiddle
*,*,54,LowerMiddle
*,*,44,High
*,*,30,UpperMiddle
*,*,41,Low
*,*,29,LowerMiddle
*,*,54,UpperMiddle
*,*,35,Low
*,*,32,UpperMiddle
*,*,42,UpperMiddle
*,*,42,LowerMiddle
*,*,46,High
*,*,55,UpperMiddle
*,*,29,LowerMiddle
*,*,42,Low
*,*,35,LowerMiddle
*,*,31,UpperMiddle
*,*,42,Low
*,*,40,High
*,*,36,LowerMiddle
*,*,47,Low
*,*,27,Low
*,*,48,UpperMiddle
*,*,34,Low
*,*,36,LowerMiddle
*,*,33,LowerMiddle
*,*,34,LowerMiddle
*,*,32,Low
*,*,30,Low
*,*,56,High
*,*,52,LowerMiddle
*,*,31,High
*,*,42,LowerMiddle
*,*,47,UpperMiddle
*,*,29,UpperMiddle
*,*,34,LowerMiddle
*,*,50,High
*,*,46,UpperMiddle
*,*,44,UpperMiddle
*,*,38,LowerMiddle
*,*,48,UpperMiddle
*,*,43,LowerMiddle
*,*,24,Low
*,*,41,VeryHigh
*,*,49,LowerMiddle
*,*,29,Low
*,*,53,Low
*,*,45,LowerMiddle
*,*,51,Low
*,*,31,Low
*,*,60,VeryHigh
*,*,49,UpperMiddle
*,*,22,LowerMiddle
*,*,26,Low
*,*,59,High
*,*,46,UpperMiddle
*,*,48,VeryHigh
*,*,42,LowerMiddle
*,*,20,Low
*,*,50,High
*,*,40,LowerMiddle
*,*,33,LowerMiddle
*,*,36,Low
*,*,44,UpperMiddle
*,*,22,UpperMiddle
*,*,42,Low
*,*,39,Low
*,*,45,LowerMiddle
*,*,35,Low
*,*,56,High
*,*,38,LowerMiddle
*,*,28,Low
*,*,36,LowerMiddle
*,*,36,Low
*,*,50,LowerMiddle
*,*,36,UpperMiddle
*,*,47,Low
*,*,47,UpperMiddle
*,*,47,VeryHigh
*,*,36,Low
*,*,39,VeryHigh
*,*,46,LowerMiddle
*,*,47,Low
*,*,47,Low
*,*,37,LowerMiddle
*,*,51,Low
*,*,25,LowerMiddle
*,*,37,Low
*,*,42,LowerMiddle
*,*,35,LowerMiddle
*,*,43,UpperMiddle
*,*,43,LowerMiddle
*,*,42,High
*,*,58,LowerMiddle
*,*,38,Low
*,*,36,Low
*,*,38,LowerMiddle
*,*,34,Low
*,*,21,Low
*,*,53,UpperMiddle
*,*,28,LowerMiddle
*,*,32,Low
*,*,45,LowerMiddle
*,*,45,High
*,*,35,Low
*,*,33,LowerMiddle
*,*,31,UpperMiddle
*,*,32,Low
*,*,39,LowerMiddle
*,*,52,LowerMiddle
*,*,30,Low
*,*,51,LowerMiddle
*,*,43,UpperMiddle
*,*,52,LowerMiddle
*,*,46,Low
*,*,37,Low
*,*,33,LowerMiddle
*,*,41,UpperMiddle
*,*,60,UpperMiddle
*,*,43,Low
*,*,29,Low
*,*,27,LowerMiddle
*,*,45,LowerMiddle
*,*,52,Low
*,*,24,LowerMiddle
*,*,35,Low
*,*,41,LowerMiddle
*,*,53,Low
*,*,37,Low
*,*,43,High
*,*,40,LowerMiddle
*,*,36,High
*,*,32,Low
*,*,31,Low
*,*,59,UpperMiddle
*,*,46,UpperMiddle
*,*,28,Low
*,*,43,UpperMiddle
*,*,27,UpperMiddle
*,*,47,Low
*,*,35,High
*,*,51,UpperMiddle
*,*,25,Low
*,*,35,Low
*,*,57,High
*,*,50,LowerMiddle
*,*,43,UpperMiddle
*,*,46,UpperMiddle
*,*,39,Low
*,*,45,LowerMiddle
*,*,41,UpperMiddle
*,*,50,UpperMiddle
*,*,52,VeryHigh
*,*,51,Low
*,*,40,UpperMiddle
*,*,43,LowerMiddle
*,*,46,LowerMiddle
*,*,31,High
*,*,28,Low
*,*,30,LowerMiddle
*,*,45,UpperMiddle
*,*,19,High
*,*,36,Low
*,*,39,Low
*,*,57,UpperMiddle
*,*,53,LowerMiddle
*,*,25,UpperMiddle
*,*,57,VeryHigh
*,*,34,UpperMiddle
*,*,42,LowerMiddle
*,*,34,High
*,*,33,High
*,*,42,VeryHigh
*,*,44,UpperMiddle
*,*,47,UpperMiddle
*,*,39,Low
*,*,53,LowerMiddle
*,*,37,LowerMiddle
*,*,50,UpperMiddle
*,*,40,LowerMiddle
*,*,52,VeryHigh
*,*,43,High
*,*,48,UpperMiddle
*,*,42,Low
*,*,33,LowerMiddle
*,*,41,LowerMiddle
*,*,40,Low
*,*,48,LowerMiddle
*,*,46,LowerMiddle
*,*,50,UpperMiddle
*,*,35,UpperMiddle
*,*,56,UpperMiddle
*,*,38,Low
*,*,33,Low
*,*,49,LowerMiddle
*,*,49,UpperMiddle
*,*,42,LowerMiddle
*,*,49,Low
*,*,16,UpperMiddle
*,*,42,UpperMiddle
*,*,43,UpperMiddle
*,*,31,LowerMiddle
*,*,53,UpperMiddle
*,*,42,UpperMiddle
*,*,34,Low
*,*,35,LowerMiddle
*,*,45,LowerMiddle
*,*,47,High
*,*,46,LowerMiddle
*,*,30,Low
*,*,35,LowerMiddle
*,*,51,Low
*,*,25,UpperMiddle
*,*,38,LowerMiddle
*,*,41,Low
*,*,41,LowerMiddle
*,*,34,UpperMiddle
*,*,32,Low
*,*,41,Low
*,*,61,High
*,*,37,Low
*,*,33,LowerMiddle
*,*,45,UpperMiddle
*,*,47,Low
*,*,55,UpperMiddle
*,*,44,High
*,*,35,UpperMiddle
*,*,31,Low
*,*,42,VeryHigh
*,*,30,Low
*,*,25,Low
*,*,50,UpperMiddle
*,*,28,LowerMiddle
*,*,37,Low
*,*,38,UpperMiddle
*,*,42,Low
*,*,51,UpperMiddle
*,*,39,LowerMiddle
*,*,52,Low
*,*,40,Low
*,*,33,LowerMiddle
*,*,45,UpperMiddle
*,*,48,UpperMiddle
*,*,41,Low
*,*,46,High
*,*,50,LowerMiddle
*,*,32,UpperMiddle
*,*,50,LowerMiddle
*,*,44,UpperMiddle
*,*,42,LowerMiddle
*,*,37,LowerMiddle
*,*,38,Low
*,*,44,High
*,*,32,UpperMiddle
*,*,45,Low
*,*,38,LowerMiddle
*,*,25,LowerMiddle
*,*,42,High
*,*,17,LowerMiddle
*,*,36,LowerMiddle
*,*,37,Low
*,*,40,Low
*,*,47,Low
*,*,22,LowerMiddle
*,*,39,High
*,*,43,LowerMiddle
*,*,49,LowerMiddle
*,*,47,LowerMiddle
*,*,36,High
*,*,55,UpperMiddle
*,*,25,Low
*,*,42,LowerMiddle
*,*,40,Low
*,*,41,LowerMiddle
*,*,36,UpperMiddle
*,*,47,Low
*,*,41,Low
*,*,33,Low
*,*,27,Low
*,*,54,UpperMiddle
*,*,30,LowerMiddle
*,*,38,Low
*,*,32,UpperMiddle
*,*,36,UpperMiddle
*,*,42,LowerMiddle
*,*,24,VeryHigh
*,*,39,UpperMiddle
*,*,52,LowerMiddle
*,*,40,LowerMiddle
*,*,34,Low
*,*,37,UpperMiddle
*,*,42,LowerMiddle
*,*,53,UpperMiddle
*,*,42,LowerMiddle
*,*,39,High
*,*,45,LowerMiddle
*,*,45,Low
*,*,52,Low
*,*,40,High
*,*,29,LowerMiddle
*,*,35,Low
*,*,38,LowerMiddle
*,*,43,VeryHigh
*,*,32,LowerMiddle
*,*,50,Low
*,*,43,UpperMiddle
*,*,30,UpperMiddle
*,*,39,LowerMiddle
*,*,39,LowerMiddle
*,*,41,LowerMiddle
*,*,40,UpperMiddle
*,*,38,LowerMiddle
*,*,37,High
*,*,51,UpperMiddle
*,*,47,LowerMiddle
*,*,39,LowerMiddle
*,*,41,UpperMiddle
*,*,33,Low
*,*,26,UpperMiddle
*,*,38,Low
*,*,41,LowerMiddle
*,*,46,LowerMiddle
*,*,42,LowerMiddle
*,*,47,LowerMiddle
*,*,42,LowerMiddle
*,*,57,UpperMiddle
*,*,37,LowerMiddle
*,*,57,UpperMiddle
*,*,40,LowerMiddle
*,*,53,Low
*,*,43,UpperMiddle
*,*,44,LowerMiddle
*,*,51,Low
*,*,33,LowerMiddle
*,*,41,LowerMiddle
*,*,36,Low
*,*,32,Low
*,*,45,LowerMiddle
*,*,39,LowerMiddle
*,*,47,UpperMiddle
*,*,35,LowerMiddle
