age,education_num,hours_per_week,income_class
[50-59],*,[50-59],LowerMiddle
[30-39],*,[40-49],UpperMiddle
[20-29],*,[30-39],Low
[20-29],*,[30-39],Low
[50-59],*,[40-49],Low
[60-69],*,[30-39],High
[30-39],*,[40-49],Low
[60-69],*,[30-39],LowerMiddle
[30-39],*,[30-39],High
[70-79],*,[20-29],VeryHigh
[50-59],*,[30-39],LowerMiddle
[20-29],*,[20-29],LowerMiddle
[50-59],*,[40-49],UpperMiddle
[20-29],*,[20-29],Low
[50-59],*,[30-39],VeryHigh
[30-39],*,[30-39],UpperMiddle
[50-59],*,[30-39],LowerMiddle
[40-49],*,[40-49],UpperMiddle
[30-39],*,[40-49],LowerMiddle
[40-49],*,[50-59],UpperMiddle
[20-29],*,[40-49],Low
[20-29],*,[30-39],Low
[40-49],*,[40-49],UpperMiddle
[40-49],*,[40-49],UpperMiddle
[40-49],*,[40-49],UpperMiddle
[20-29],*,[40-49],LowerMiddle
[70-79],*,[30-39],UpperMiddle
[70-79],*,[20-29],LowerMiddle
[50-59],*,[40-49],High
[40-49],*,[40-49],LowerMiddle
[40-49],*,[30-39],LowerMiddle
[30-39],*,[50-59],Low
[60-69],*,[20-29],LowerMiddle
[30-39],*,[30-39],LowerMiddle
[30-39],*,[40-49],Low
[30-39],*,[30-39],Low
[50-59],*,[40-49],Low
[60-69],*,[20-29],UpperMiddle
[30-39],*,[40-49],LowerMiddle
[40-49],*,[30-39],LowerMiddle
[30-39],*,[50-59],Low
[40-49],*,[50-59],High
[20-29],*,[40-49],LowerMiddle
[30-39],*,[50-59],Low
[50-59],*,[30-39],LowerMiddle
[30-39],*,[40-49],LowerMiddle
[30-39],*,[40-49],VeryHigh
[20-29],*,[40-49],LowerMiddle
[50-59],*,[50-59],High
[60-69],*,[30-39],LowerMiddle
[30-39],*,[40-49],LowerMiddle
[50-59],*,[40-49],Low
[20-29],*,[20-29],Low
[30-39],*,[40-49],UpperMiddle
[20-29],*,[40-49],Low
[40-49],*,[30-39],LowerMiddle
[50-59],*,[40-49],LowerMiddle
[20-29],*,[30-39],LowerMiddle
[20-29],*,[30-39],Low
[40-49],*,[40-49],UpperMiddle
[30-39],*,[30-39],LowerMiddle
[30-39],*,[40-49],LowerMiddle
[20-29],*,[30-39],Low
[30-39],*,[40-49],LowerMiddle
[20-29],*,[40-49],High
[70-79],*,[30-39],VeryHigh
[20-29],*,[40-49],Low
[50-59],*,[40-49],LowerMiddle
[50-59],*,[50-59],LowerMiddle
[40-49],*,[30-39],Low
[70-79],*,[20-29],UpperMiddle
[40-49],*,[50-59],LowerMiddle
[40-49],*,[40-49],LowerMiddle
[40-49],*,[20-29],UpperMiddle
[60-69],*,[20-29],LowerMiddle
[60-69],*,[20-29],LowerMiddle
[40-49],*,[40-49],LowerMiddle
[60-69],*,[30-39],UpperMiddle
[40-49],*,[40-49],LowerMiddle
[30-39],*,[50-59],UpperMiddle
[50-59],*,[40-49],High
[50-59],*,[40-49],LowerMiddle
[60-69],*,[30-39],UpperMiddle
[60-69],*,[40-49],High
[70-79],*,[30-39],Extreme
[20-29],*,[30-39],LowerMiddle
[60-69],*,[30-39],UpperMiddle
[50-59],*,[40-49],VeryHigh
[70-79],*,[10-19],LowerMiddle
[20-29],*,[30-39],Low
[60-69],*,[40-49],UpperMiddle
[60-69],*,[20-29],LowerMiddle
[70-79],*,[20-29],LowerMiddle
[20-29],*,[30-39],Low
[50-59],*,[40-49],LowerMiddle
[50-59],*,[50-59],VeryHigh
[40-49],*,[30-39],UpperMiddle
[20-29],*,[40-49],Low
[50-59],*,[40-49],High
[60-69],*,[40-49],UpperMiddle
[30-39],*,[60-69],UpperMiddle
[30-39],*,[40-49],UpperMiddle
[30-39],*,[40-49],LowerMiddle
[70-79],*,[40-49],High
[20-29],*,[30-39],Low
[60-69],*,[30-39],LowerMiddle
[40-49],*,[50-59],LowerMiddle
[20-29],*,[30-39],Low
[60-69],*,[40-49],UpperMiddle
[20-29],*,[20-29],Low
[60-69],*,[40-49],UpperMiddle
[40-49],*,[40-49],LowerMiddle
[60-69],*,[40-49],UpperMiddle
[20-29],*,[20-29],Low
[60-69],*,[30-39],LowerMiddle
[20-29],*,[30-39],Low
[20-29],*,[40-49],Low
[40-49],*,[40-49],High
[70-79],*,[20-29],LowerMiddle
[40-49],*,[40-49],UpperMiddle
[20-29],*,[40-49],LowerMiddle
[20-29],*,[50-59],Low
[50-59],*,[50-59],LowerMiddle
[30-39],*,[40-49],LowerMiddle
[20-29],*,[30-39],Low
[30-39],*,[40-49],LowerMiddle
[40-49],*,[40-49],UpperMiddle
[40-49],*,[50-59],High
[50-59],*,[40-49],High
[40-49],*,[50-59],High
[30-39],*,[40-49],Low
[30-39],*,[40-49],LowerMiddle
[50-59],*,[40-49],LowerMiddle
[40-49],*,[50-59],Low
[70-79],*,[20-29],LowerMiddle
[30-39],*,[50-59],Low
[40-49],*,[30-39],LowerMiddle
[40-49],*,[30-39],Low
[50-59],*,[40-49],LowerMiddle
[20-29],*,[40-49],Low
[30-39],*,[40-49],LowerMiddle
[60-69],*,[30-39],LowerMiddle
[20-29],*,[30-39],Low
[50-59],*,[30-39],High
[40-49],*,[40-49],LowerMiddle
[60-69],*,[40-49],High
