age,education_num,hours_per_week,income_class
*,LowEdu,[50-59],UpperMiddle
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[20-29],Low
*,LowEdu,[30-39],Low
*,LowEdu,[30-39],Low
*,HighEdu,[30-39],High
*,MidEdu,[30-39],LowerMiddle
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[40-49],LowerMiddle
*,HighEdu,[30-39],High
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[30-39],Low
*,LowEdu,[30-39],LowerMiddle
*,LowEdu,[20-29],LowerMiddle
*,LowEdu,[30-39],Low
*,MidEdu,[30-39],LowerMiddle
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[40-49],UpperMiddle
*,MidEdu,[40-49],Low
*,MidEdu,[40-49],LowerMiddle
*,HighEdu,[30-39],LowerMiddle
*,LowEdu,[30-39],Low
*,MidEdu,[40-49],UpperMiddle
*,LowEdu,[40-49],LowerMiddle
*,LowEdu,[50-59],LowerMiddle
*,LowEdu,[30-39],LowerMiddle
*,MidEdu,[20-29],UpperMiddle
*,MidEdu,[30-39],LowerMiddle
*,MidEdu,[40-49],VeryHigh
*,MidEdu,[40-49],VeryHigh
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[40-49],UpperMiddle
*,LowEdu,[50-59],UpperMiddle
*,LowEdu,[40-49],LowerMiddle
*,LowEdu,[40-49],Low
*,MidEdu,[50-59],VeryHigh
*,MidEdu,[40-49],LowerMiddle
*,LowEdu,[30-39],High
*,MidEdu,[30-39],LowerMiddle
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[40-49],UpperMiddle
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[30-39],Low
*,LowEdu,[30-39],Low
*,MidEdu,[40-49],UpperMiddle
*,LowEdu,[30-39],Low
*,LowEdu,[30-39],Low
*,LowEdu,[20-29],Low
*,LowEdu,[30-39],LowerMiddle
*,MidEdu,[40-49],UpperMiddle
*,LowEdu,[30-39],Low
*,MidEdu,[40-49],UpperMiddle
*,LowEdu,[20-29],Low
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[40-49],Low
*,LowEdu,[30-39],UpperMiddle
*,MidEdu,[50-59],LowerMiddle
*,MidEdu,[50-59],Low
*,LowEdu,[30-39],Low
*,MidEdu,[40-49],LowerMiddle
*,MidEdu,[40-49],UpperMiddle
*,MidEdu,[20-29],Low
*,MidEdu,[40-49],High
*,MidEdu,[50-59],High
*,MidEdu,[40-49],Extreme
*,LowEdu,[30-39],LowerMiddle
*,LowEdu,[20-29],LowerMiddle
