age,education_num,hours_per_week,income_class
[20-39],[8-9],[40-59],UpperMiddle
[20-39],[12-13],[40-59],LowerMiddle
[20-39],[10-11],[20-39],Low
[18-19],[8-9],[20-39],Low
[40-59],[8-9],[20-39],Low
[40-59],[14-15],[20-39],High
[20-39],[10-11],[20-39],LowerMiddle
[60-79],[10-11],[40-59],LowerMiddle
[20-39],[10-11],[40-59],LowerMiddle
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[10-11],[20-39],Low
[60-79],[8-9],[20-39],LowerMiddle
[20-39],[8-9],[20-39],LowerMiddle
[60-79],[6-7],[20-39],Low
[20-39],[12-13],[20-39],LowerMiddle
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[10-11],[40-59],UpperMiddle
[20-39],[10-11],[40-59],Low
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[14-15],[20-39],LowerMiddle
[18-19],[8-9],[20-39],Low
[20-39],[12-13],[40-59],UpperMiddle
[40-59],[8-9],[40-59],LowerMiddle
[20-39],[8-9],[40-59],LowerMiddle
[20-39],[8-9],[20-39],LowerMiddle
[60-79],[10-11],[20-39],UpperMiddle
[60-79],[10-11],[20-39],LowerMiddle
[40-59],[12-13],[40-59],VeryHigh
[40-59],[12-13],[40-59],VeryHigh
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[10-11],[40-59],LowerMiddle
[20-39],[12-13],[40-59],UpperMiddle
[40-59],[8-9],[40-59],UpperMiddle
[40-59],[8-9],[40-59],LowerMiddle
[20-39],[8-9],[40-59],Low
[40-59],[12-13],[40-59],VeryHigh
[40-59],[10-11],[40-59],LowerMiddle
[60-79],[8-9],[20-39],High
[20-39],[10-11],[20-39],LowerMiddle
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[12-13],[40-59],UpperMiddle
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[10-11],[20-39],Low
[20-39],[6-7],[20-39],Low
[40-59],[12-13],[40-59],UpperMiddle
[20-39],[8-9],[20-39],Low
[40-59],[8-9],[20-39],Low
[20-39],[6-7],[20-39],Low
[40-59],[8-9],[20-39],LowerMiddle
[60-79],[12-13],[40-59],UpperMiddle
[20-39],[6-7],[20-39],Low
[40-59],[12-13],[40-59],UpperMiddle
[18-19],[8-9],[20-39],Low
[20-39],[10-11],[40-59],LowerMiddle
[40-59],[8-9],[20-39],UpperMiddle
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[10-11],[40-59],Low
[18-19],[8-9],[20-39],Low
[40-59],[12-13],[40-59],LowerMiddle
[20-39],[10-11],[40-59],UpperMiddle
[20-39],[10-11],[20-39],Low
[20-39],[12-13],[40-59],High
[20-39],[10-11],[40-59],High
[40-59],[12-13],[40-59],Extreme
[20-39],[8-9],[20-39],LowerMiddle
[60-79],[8-9],[20-39],LowerMiddle
[20-39],[12-13],[40-59],UpperMiddle
[20-39],[8-9],[20-39],LowerMiddle
[40-59],[12-13],[40-59],UpperMiddle
[40-59],[12-13],[40-59],High
[40-59],[12-13],[40-59],High
[40-59],[8-9],[40-59],Low
[40-59],[8-9],[20-39],Low
[20-39],[8-9],[20-39],Low
[60-79],[10-11],[20-39],UpperMiddle
[60-79],[6-7],[20-39],LowerMiddle
[40-59],[10-11],[20-39],UpperMiddle
[40-59],[6-7],[20-39],Low
[40-59],[12-13],[40-59],High
[40-59],[12-13],[40-59],LowerMiddle
[60-79],[12-13],[20-39],UpperMiddle
[20-39],[6-7],[20-39],Low
[40-59],[10-11],[40-59],UpperMiddle
[60-79],[14-15],[20-39],UpperMiddle
[60-79],[10-11],[20-39],UpperMiddle
[20-39],[10-11],[20-39],LowerMiddle
[60-79],[8-9],[20-39],UpperMiddle
[60-79],[10-11],[40-59],LowerMiddle
[18-19],[10-11],[20-39],LowerMiddle
[40-59],[14-15],[20-39],High
[60-79],[10-11],[1-19],LowerMiddle
[18-19],[6-7],[20-39],Low
[60-79],[12-13],[20-39],UpperMiddle
[60-79],[12-13],[20-39],High
[40-59],[14-15],[40-59],UpperMiddle
[40-59],[10-11],[40-59],LowerMiddle
[20-39],[10-11],[20-39],High
[40-59],[10-11],[20-39],LowerMiddle
[60-79],[12-13],[20-39],LowerMiddle
[20-39],[6-7],[20-39],Low
[40-59],[10-11],[40-59],UpperMiddle
[40-59],[8-9],[40-59],UpperMiddle
[60-79],[10-11],[1-19],LowerMiddle
[20-39],[12-13],[20-39],LowerMiddle
[60-79],[12-13],[40-59],UpperMiddle
[40-59],[12-13],[40-59],UpperMiddle
[18-19],[8-9],[20-39],Low
[40-59],[6-7],[20-39],LowerMiddle
[18-19],[6-7],[20-39],Low
[60-79],[12-13],[20-39],High
[20-39],[8-9],[40-59],LowerMiddle
[40-59],[12-13],[40-59],UpperMiddle
